facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,precio_hora,duracion,presupuesto,numero_perfiles_requeridos,volumetria,exito,prob_exito
250k a 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,4,280151,17,838,0,52
Más de 1M,Intermedio,General,Remoto,Dentro del mercado,11,65576,3,134,1,70
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,22,358887,13,188,0,82
Más de 1M,Básico,Específica,Remoto,Por encima del mercado,36,344556,11,246,1,58
Más de 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,10,335650,5,916,0,33
Menos de 250k,Intermedio,General,Remoto,Por encima del mercado,1,153021,3,596,1,29
Más de 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,6,193393,11,87,1,84
Menos de 250k,Experto,General,Híbrido,Por encima del mercado,17,406810,20,467,1,38
Menos de 250k,Experto,General,Híbrido,Por debajo del mercado,33,364818,5,302,1,85
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,13,423153,5,357,1,46
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,7,226449,18,343,0,85
Menos de 250k,Intermedio,General,Híbrido,Dentro del mercado,30,160308,17,142,1,17
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,5,187541,20,894,1,44
Menos de 250k,Intermedio,General,Híbrido,Por debajo del mercado,32,206269,3,795,0,39
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,27,375427,3,90,0,45
Menos de 250k,Intermedio,Específica,Remoto,Dentro del mercado,4,50074,8,554,1,29
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,9,491587,3,141,1,98
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,18,200500,16,335,1,48
Menos de 250k,Intermedio,Específica,Remoto,Dentro del mercado,35,206303,20,339,1,76
250k a 1M,Básico,Sin Experiencia,Híbrido,Dentro del mercado,29,260178,15,282,1,70
Menos de 250k,Básico,Específica,Híbrido,Por encima del mercado,26,24006,18,663,1,3
250k a 1M,Intermedio,General,Remoto,Por encima del mercado,13,382210,3,125,1,63
250k a 1M,Experto,General,Híbrido,Dentro del mercado,10,447852,17,908,0,98
250k a 1M,Básico,Específica,Presencial,Dentro del mercado,22,374994,3,44,0,42
Más de 1M,Intermedio,General,Remoto,Dentro del mercado,19,238296,9,841,0,88
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,8,361803,8,969,1,32
Menos de 250k,Básico,Sin Experiencia,Remoto,Por debajo del mercado,24,161485,14,979,0,95
250k a 1M,Experto,General,Remoto,Por debajo del mercado,32,345875,2,328,1,29
Menos de 250k,Experto,Sin Experiencia,Híbrido,Dentro del mercado,10,494298,13,171,0,40
250k a 1M,Básico,Específica,Presencial,Por encima del mercado,2,192645,8,830,1,75
Más de 1M,Intermedio,Específica,Presencial,Por encima del mercado,15,362850,12,736,1,36
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,11,468850,2,148,1,14
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,12,7299,4,316,0,18
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,26,411261,20,482,0,47
250k a 1M,Básico,Específica,Presencial,Por encima del mercado,9,240145,4,906,1,21
250k a 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,21,275072,14,15,1,91
Más de 1M,Básico,General,Presencial,Dentro del mercado,20,221747,3,278,0,95
Más de 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,10,75567,16,632,0,16
Menos de 250k,Experto,General,Híbrido,Por encima del mercado,32,468328,3,983,1,75
Menos de 250k,Básico,Sin Experiencia,Presencial,Por encima del mercado,1,83016,7,796,0,18
Menos de 250k,Básico,Específica,Remoto,Dentro del mercado,35,296749,3,311,1,76
Menos de 250k,Experto,Sin Experiencia,Remoto,Dentro del mercado,30,248703,18,68,0,24
Más de 1M,Intermedio,Específica,Presencial,Dentro del mercado,17,8266,15,248,1,70
250k a 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,30,51267,14,349,1,42
250k a 1M,Intermedio,General,Híbrido,Dentro del mercado,9,60082,16,225,1,88
Más de 1M,Experto,Específica,Presencial,Por encima del mercado,16,446702,7,524,1,18
Menos de 250k,Intermedio,General,Presencial,Por encima del mercado,36,421106,12,213,1,7
Menos de 250k,Experto,Sin Experiencia,Remoto,Dentro del mercado,1,497224,9,46,0,95
Más de 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,23,180218,11,584,0,94
Más de 1M,Intermedio,Específica,Remoto,Por debajo del mercado,6,188689,10,665,1,51
250k a 1M,Experto,General,Presencial,Por debajo del mercado,4,172464,16,177,1,30
Más de 1M,Intermedio,Específica,Presencial,Dentro del mercado,33,349890,16,946,0,30
Menos de 250k,Experto,Sin Experiencia,Presencial,Por encima del mercado,26,91346,7,253,1,75
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,18,367031,7,693,1,21
Más de 1M,Experto,Específica,Híbrido,Por debajo del mercado,14,242420,7,542,0,99
Menos de 250k,Experto,Específica,Remoto,Por debajo del mercado,29,457097,20,378,0,28
Más de 1M,Experto,General,Remoto,Por encima del mercado,20,383282,20,514,1,71
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,20,16218,2,621,1,10
250k a 1M,Básico,Específica,Presencial,Por debajo del mercado,30,316729,10,486,1,81
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,22,429582,20,376,0,47
250k a 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,14,129597,15,720,1,100
Menos de 250k,Básico,Específica,Híbrido,Dentro del mercado,14,236128,17,510,1,18
250k a 1M,Experto,General,Remoto,Por debajo del mercado,35,254373,20,503,0,74
Menos de 250k,Básico,General,Remoto,Por encima del mercado,8,291697,6,461,0,77
Más de 1M,Básico,General,Presencial,Por debajo del mercado,31,377953,4,353,1,13
250k a 1M,Básico,General,Híbrido,Dentro del mercado,8,350854,7,610,0,27
Menos de 250k,Básico,Sin Experiencia,Presencial,Por debajo del mercado,16,348021,7,904,1,24
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,7,447845,18,746,1,50
Menos de 250k,Experto,Sin Experiencia,Remoto,Dentro del mercado,3,327304,1,358,1,71
Más de 1M,Básico,General,Remoto,Por encima del mercado,6,334207,13,614,1,77
Más de 1M,Intermedio,General,Remoto,Por debajo del mercado,32,416025,16,907,1,21
Menos de 250k,Básico,General,Híbrido,Por debajo del mercado,22,307281,1,881,1,47
Menos de 250k,Básico,Específica,Presencial,Por encima del mercado,23,83810,18,627,1,35
Más de 1M,Experto,General,Presencial,Por encima del mercado,34,376597,8,812,1,38
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,30,212486,6,981,1,83
Menos de 250k,Experto,Específica,Presencial,Por debajo del mercado,13,455351,16,862,0,82
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,25,101294,1,761,0,85
Más de 1M,Intermedio,General,Híbrido,Por encima del mercado,3,364258,10,675,1,40
250k a 1M,Básico,General,Presencial,Por debajo del mercado,23,104489,2,672,0,71
250k a 1M,Básico,Específica,Presencial,Dentro del mercado,18,112098,16,185,0,8
Menos de 250k,Básico,General,Presencial,Dentro del mercado,24,195413,8,217,0,86
250k a 1M,Experto,General,Remoto,Por encima del mercado,33,340723,2,703,0,99
250k a 1M,Experto,General,Presencial,Dentro del mercado,12,166473,17,693,1,63
Menos de 250k,Intermedio,General,Presencial,Por debajo del mercado,35,323270,4,62,1,28
Más de 1M,Experto,General,Híbrido,Por encima del mercado,20,265389,16,995,1,0
Menos de 250k,Experto,Sin Experiencia,Presencial,Por encima del mercado,17,422111,4,420,1,48
Menos de 250k,Básico,General,Presencial,Por debajo del mercado,9,30786,15,818,1,12
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,34,223697,18,627,0,38
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,33,17290,8,338,0,71
Más de 1M,Experto,General,Híbrido,Dentro del mercado,27,438721,5,526,1,38
Más de 1M,Intermedio,General,Remoto,Por debajo del mercado,27,19661,1,311,1,1
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,16,92298,2,300,1,41
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,20,491392,12,332,1,77
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,14,30114,15,907,0,52
Más de 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,31,146365,19,860,0,17
250k a 1M,Básico,General,Híbrido,Por debajo del mercado,7,173851,1,427,0,6
Más de 1M,Intermedio,General,Híbrido,Por encima del mercado,27,90920,5,621,0,3
250k a 1M,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,34,212152,11,282,0,5
Menos de 250k,Experto,General,Remoto,Por encima del mercado,5,242533,17,693,0,98
250k a 1M,Experto,General,Presencial,Por debajo del mercado,18,268234,5,965,1,64
Menos de 250k,Experto,General,Remoto,Por debajo del mercado,9,464053,7,493,0,77
Menos de 250k,Intermedio,Específica,Híbrido,Por encima del mercado,15,462749,14,887,1,78
Menos de 250k,Experto,General,Presencial,Dentro del mercado,21,51759,18,205,0,12
Más de 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,8,455749,13,818,1,22
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,27,281024,8,13,0,82
Menos de 250k,Básico,General,Híbrido,Por debajo del mercado,5,104400,19,94,1,71
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,14,149276,20,937,0,90
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,21,113498,20,405,0,44
Más de 1M,Básico,General,Presencial,Por encima del mercado,19,434000,8,167,0,1
250k a 1M,Experto,General,Remoto,Por encima del mercado,9,211452,16,721,0,5
Menos de 250k,Experto,Sin Experiencia,Híbrido,Dentro del mercado,34,470943,10,781,1,60
250k a 1M,Experto,General,Remoto,Por encima del mercado,14,317470,13,944,0,93
250k a 1M,Básico,Específica,Presencial,Por encima del mercado,4,313995,1,259,0,42
Menos de 250k,Básico,Sin Experiencia,Remoto,Dentro del mercado,1,492865,15,212,0,30
250k a 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,32,256357,14,459,1,17
Menos de 250k,Básico,General,Remoto,Por encima del mercado,12,385777,16,310,1,6
Más de 1M,Experto,General,Híbrido,Por debajo del mercado,8,297740,7,543,1,21
250k a 1M,Experto,Específica,Presencial,Por encima del mercado,31,36570,6,966,1,89
Menos de 250k,Experto,General,Presencial,Por encima del mercado,36,68583,11,22,1,3
Más de 1M,Básico,General,Presencial,Por debajo del mercado,25,23477,4,231,0,52
Menos de 250k,Básico,General,Presencial,Por debajo del mercado,14,472328,1,685,0,18
250k a 1M,Experto,Específica,Remoto,Por encima del mercado,32,296759,18,452,0,44
Más de 1M,Experto,Específica,Presencial,Dentro del mercado,28,127813,1,268,1,85
Más de 1M,Experto,General,Híbrido,Por encima del mercado,31,141151,15,753,0,67
Menos de 250k,Básico,General,Remoto,Por encima del mercado,12,440554,4,50,1,86
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,1,400152,13,811,0,19
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,34,139468,18,876,0,31
250k a 1M,Básico,General,Presencial,Por debajo del mercado,15,249786,12,373,1,93
Más de 1M,Básico,Sin Experiencia,Presencial,Por encima del mercado,4,427047,7,444,0,11
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por encima del mercado,9,426069,10,834,0,81
250k a 1M,Experto,General,Remoto,Por encima del mercado,19,481416,5,698,1,53
250k a 1M,Experto,General,Remoto,Por debajo del mercado,17,94548,14,651,0,43
250k a 1M,Básico,General,Presencial,Por encima del mercado,16,230824,12,802,1,71
Menos de 250k,Experto,Específica,Remoto,Por debajo del mercado,24,445515,6,105,1,69
Más de 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,5,255231,5,332,0,11
Menos de 250k,Experto,Específica,Presencial,Por encima del mercado,26,220367,12,595,0,24
Menos de 250k,Básico,General,Presencial,Por encima del mercado,34,170841,11,430,0,65
Más de 1M,Experto,General,Presencial,Dentro del mercado,31,379093,17,107,1,42
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,23,134079,8,246,1,58
250k a 1M,Intermedio,Específica,Presencial,Por encima del mercado,25,232063,14,532,1,57
Más de 1M,Básico,Específica,Presencial,Por debajo del mercado,36,401530,8,825,1,11
Menos de 250k,Básico,Sin Experiencia,Presencial,Por debajo del mercado,7,313379,6,681,0,59
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,29,325182,7,328,1,13
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,15,476196,10,148,1,58
Menos de 250k,Experto,Sin Experiencia,Presencial,Por encima del mercado,23,184277,18,714,1,61
Más de 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,35,384916,11,837,0,12
Más de 1M,Intermedio,General,Remoto,Por debajo del mercado,2,159195,14,253,0,54
Menos de 250k,Experto,Específica,Híbrido,Por encima del mercado,24,244950,4,514,0,95
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,24,441124,17,861,1,41
Más de 1M,Intermedio,Específica,Remoto,Dentro del mercado,24,257092,17,583,0,47
250k a 1M,Intermedio,Específica,Presencial,Dentro del mercado,16,351013,1,293,0,38
250k a 1M,Experto,Específica,Presencial,Por debajo del mercado,22,471278,5,639,1,0
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,17,385792,20,588,0,43
250k a 1M,Básico,Específica,Presencial,Dentro del mercado,18,485011,10,746,1,13
250k a 1M,Intermedio,General,Presencial,Por encima del mercado,18,314820,9,437,1,49
250k a 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,7,430215,12,52,1,30
Más de 1M,Básico,Específica,Remoto,Por encima del mercado,12,311134,6,923,1,83
Menos de 250k,Experto,Específica,Híbrido,Por debajo del mercado,12,155219,14,785,0,6
Más de 1M,Básico,General,Presencial,Por encima del mercado,2,472692,1,741,0,26
Más de 1M,Intermedio,General,Remoto,Por encima del mercado,27,310085,8,229,1,84
250k a 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,1,426946,18,850,1,46
Menos de 250k,Experto,General,Híbrido,Dentro del mercado,17,21748,3,571,0,20
Más de 1M,Experto,General,Híbrido,Por encima del mercado,14,228586,14,939,0,8
Menos de 250k,Intermedio,General,Remoto,Dentro del mercado,22,399533,3,666,0,91
Más de 1M,Intermedio,Específica,Remoto,Por debajo del mercado,10,476288,16,943,0,14
250k a 1M,Experto,Específica,Remoto,Por encima del mercado,3,42264,5,835,0,77
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,36,414452,5,476,0,30
Menos de 250k,Básico,General,Presencial,Por encima del mercado,35,212156,18,381,1,99
250k a 1M,Básico,General,Remoto,Por encima del mercado,7,341535,6,35,0,85
Más de 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,12,176869,7,636,0,64
Más de 1M,Experto,General,Presencial,Por encima del mercado,20,109368,6,544,1,14
Más de 1M,Básico,Sin Experiencia,Presencial,Por encima del mercado,28,490532,9,161,1,45
Menos de 250k,Experto,Específica,Presencial,Por encima del mercado,13,418560,15,463,0,100
Menos de 250k,Básico,Específica,Remoto,Por debajo del mercado,2,406378,3,188,1,58
Más de 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,28,146889,15,928,1,84
Menos de 250k,Básico,Sin Experiencia,Presencial,Dentro del mercado,33,495992,10,651,0,53
Menos de 250k,Experto,Sin Experiencia,Remoto,Dentro del mercado,25,229225,6,812,0,52
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,8,76405,7,253,0,31
Menos de 250k,Intermedio,General,Presencial,Dentro del mercado,32,338412,12,192,1,71
Menos de 250k,Básico,Sin Experiencia,Remoto,Dentro del mercado,3,158044,19,990,0,74
Más de 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,28,306730,18,604,1,72
250k a 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,8,259833,15,398,1,69
Menos de 250k,Básico,Específica,Remoto,Por encima del mercado,17,48818,7,747,1,15
250k a 1M,Intermedio,General,Híbrido,Dentro del mercado,27,21243,4,195,0,60
Más de 1M,Experto,Específica,Presencial,Por debajo del mercado,20,203778,15,355,0,21
Más de 1M,Intermedio,General,Híbrido,Por encima del mercado,11,380537,6,142,0,43
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,34,295038,14,911,1,13
Más de 1M,Básico,General,Remoto,Por debajo del mercado,17,275359,1,525,0,77
250k a 1M,Intermedio,General,Remoto,Por debajo del mercado,33,206823,2,653,1,0
250k a 1M,Básico,Específica,Híbrido,Por encima del mercado,20,376710,16,350,1,22
250k a 1M,Experto,Específica,Presencial,Dentro del mercado,7,185447,13,562,0,55
Más de 1M,Básico,General,Presencial,Por encima del mercado,15,328691,14,635,1,98
250k a 1M,Intermedio,General,Remoto,Por debajo del mercado,31,246876,4,296,0,44
250k a 1M,Experto,Específica,Presencial,Por encima del mercado,27,458402,15,952,0,87
Menos de 250k,Experto,Sin Experiencia,Presencial,Por debajo del mercado,32,423703,5,115,0,84
250k a 1M,Experto,General,Remoto,Por debajo del mercado,28,300086,9,978,1,61
Menos de 250k,Intermedio,General,Híbrido,Por encima del mercado,34,455140,4,229,1,74
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,20,158754,11,30,0,30
Más de 1M,Intermedio,Específica,Presencial,Dentro del mercado,30,89355,6,709,0,27
Más de 1M,Básico,General,Presencial,Dentro del mercado,3,95896,6,469,0,23
Más de 1M,Intermedio,General,Presencial,Por encima del mercado,18,263034,2,494,0,34
250k a 1M,Experto,General,Presencial,Por encima del mercado,20,15719,15,861,0,74
Más de 1M,Experto,Sin Experiencia,Híbrido,Dentro del mercado,19,451221,15,624,0,24
Menos de 250k,Intermedio,Específica,Remoto,Dentro del mercado,32,344701,18,294,0,72
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,28,57691,17,254,1,4
Menos de 250k,Básico,Específica,Presencial,Por debajo del mercado,3,186565,16,478,1,44
250k a 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,7,257471,19,101,0,7
250k a 1M,Básico,General,Remoto,Dentro del mercado,26,493956,14,95,1,60
Más de 1M,Básico,General,Remoto,Dentro del mercado,26,205049,4,257,1,81
250k a 1M,Experto,Específica,Híbrido,Por debajo del mercado,28,229514,4,791,0,1
Menos de 250k,Experto,Específica,Presencial,Por encima del mercado,23,362611,18,267,0,79
Menos de 250k,Intermedio,Específica,Remoto,Dentro del mercado,34,407273,4,794,1,78
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,18,184614,17,931,0,36
250k a 1M,Básico,Específica,Remoto,Por debajo del mercado,5,216257,17,644,1,48
Más de 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,35,408924,4,266,1,12
250k a 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,6,219941,1,757,1,51
250k a 1M,Experto,General,Remoto,Por debajo del mercado,6,55594,17,794,1,75
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,19,16109,8,891,1,13
250k a 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,35,351415,10,668,1,79
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,15,308051,1,614,1,28
250k a 1M,Básico,Específica,Remoto,Por debajo del mercado,35,493839,4,211,0,97
250k a 1M,Intermedio,General,Presencial,Por debajo del mercado,29,125167,8,258,1,51
